SourceName,RptSrc,SrcEPAID,DestinationName,DestType,DestEPAID,QuarterYear,LubeOil,IndOil,Total
Alpha Oil Company,Hauler,CAL000331370,Demenno/Kerdoon,Recycler,CAT080013352,January - March 2007,23230,,23230
Alpha Oil Company,Hauler,CAL000331370,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,January - March 2007,112776,,112776
Amberwick Corporation,Hauler,CAR000172189,Demenno/Kerdoon,Recycler,CAT080013352,January - March 2007,565,,565
Amberwick Corporation,Hauler,CAR000172189,US Ecology,Recycler,NVT330010000,January - March 2007,215,,215
Amberwick Corporation,Hauler,CAR000172189,Evergreen Environmental Services (Carson),Recycler,CAD981696420,January - March 2007,16055,,16055
American Oil Company,Hauler,CAD981427669,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,January - March 2007,346810,,346810
American Valley Waste Oil,Hauler,CAL000827878,Riverbank Oil Transfer,Recycler,CAL000190816,January - March 2007,422937,,422937
American Valley Waste Oil,Hauler,CAL000827878,Riverbank Oil Transfer,Transfer Station,CAL000190816,January - March 2007,422937,,422937
Arens Environmental Services,Hauler,CAR000162701,Ramos Environmental Services,Hauler,CAD044003556,January - March 2007,50235,,50235
Arens Environmental Services,Hauler,CAR000162701,Reno Drain Oil Service,Hauler,NVD980893663,January - March 2007,4040,,4040
Arens Environmental Services,Hauler,CAR000162701,Oil Re-Refining Company_ Inc. (ORRCO) - Klamath Fa,Recycler,ORD980980775,January - March 2007,15937,,15937
Arens Environmental Services,Hauler,CAR000162701,Ramos Environmental Services,Transfer Station,CAD044003556,January - March 2007,50235,,50235
Arens Environmental Services,Hauler,CAR000162701,Reno Drain Oil Service,Transfer Station,NVD980893663,January - March 2007,4040,,4040
Asbury Environmental Services-Compton,Hauler,CAD028277036,Demenno/Kerdoon,Recycler,CAT080013352,January - March 2007,1026735,,1026735
Avalon Environmental Services,Hauler,CAL000293418,Butler_ J.W._ Oil_ Inc.,Hauler,CAD981426539,January - March 2007,39210,,39210
Avalon Environmental Services,Hauler,CAL000293418,Evergreen Environmental Services (Carson),Recycler,CAD981696420,January - March 2007,8315,,8315
Avalon Environmental Services,Hauler,CAL000293418,Butler_ J.W._ Oil_ Inc.,Transfer Station,CAD981426539,January - March 2007,39210,,39210
Bay Valley Environmental_ Inc.,Hauler,CAL000162034,Bayside Oil II_ Inc.,Hauler,CAD088838222,January - March 2007,54739,,54739
Bay Valley Environmental_ Inc.,Hauler,CAL000162034,Bayside Oil II_ Inc.,Transfer Station,CAD088838222,January - March 2007,54739,,54739
Bayside Oil II_ Inc.,Hauler,CAD088838222,Bayside Oil II_ Inc.,Hauler,CAD088838222,January - March 2007,117746,,117746
Bayside Oil II_ Inc.,Hauler,CAD088838222,Bayside Oil II_ Inc.,Transfer Station,CAD088838222,January - March 2007,117746,,117746
Black Star Oil Company,Hauler,CAL912823785,Demenno/Kerdoon,Recycler,CAT080013352,January - March 2007,55,,55
Black Star Oil Company,Hauler,CAL912823785,Evergreen Environmental Services (Carson),Recycler,CAD981696420,January - March 2007,282220,,282220
Butler_ J.W._ Oil_ Inc.,Hauler,CAD981426539,Butler_ J.W._ Oil_ Inc.,Hauler,CAD981426539,January - March 2007,596500,,596500
Butler_ J.W._ Oil_ Inc.,Hauler,CAD981426539,Butler_ J.W._ Oil_ Inc.,Transfer Station,CAD981426539,January - March 2007,596500,,596500
California Clean-Up Environmental Services,Hauler,CAR000018168,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,January - March 2007,4555,,4555
California Cool,Hauler,CAL000266863,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,January - March 2007,39950,,39950
California Cool,Hauler,CAL000266863,Evergreen Environmental Services (Carson),Recycler,CAD981696420,January - March 2007,42115,,42115
California Oil Transport_ Inc.,Hauler,CAL000287430,Demenno/Kerdoon,Recycler,CAT080013352,January - March 2007,2022508,,2022508
Chico Drain Oil,Hauler,CAD980694103,Chico Drain Oil,Hauler,CAD980694103,January - March 2007,712814,,712814
Chico Drain Oil,Hauler,CAD980694103,Asbury Environmental Services-Fortuna,Recycler,CAL930256136,January - March 2007,95810,,95810
Chico Drain Oil,Hauler,CAD980694103,Chico Drain Oil,Transfer Station,CAD980694103,January - March 2007,712814,,712814
Clean Harbors Environmental Services,Hauler,MAD039322250,Demenno/Kerdoon,Recycler,CAT080013352,January - March 2007,29241,,29241
Clean Harbors Environmental Services,Hauler,MAD039322250,Clean Harbors - Aragonite LLC,Recycler,UTD981552177,January - March 2007,21341,,21341
Clean Harbors Environmental Services,Hauler,MAD039322250,Clean Harbors El Dorado LLC,Recycler,ARD069748192,January - March 2007,300,,300
Clean Harbors Environmental Services,Hauler,MAD039322250,Clean Harbors_ San Jose_ LLC,Recycler,CAD059494310,January - March 2007,23683,,23683
Clean Harbors Environmental Services,Hauler,MAD039322250,Clean Harbors_ Los Angeles_ LLC,Recycler,CAD050806850,January - March 2007,67016,,67016
Clean Harbors Environmental Services,Hauler,MAD039322250,Clean Harbors_ Wilmington,Recycler,CAD044429835,January - March 2007,31967,,31967
Clean Harbors Environmental Services,Hauler,MAD039322250,Evergreen Environmental Services (Carson),Recycler,CAD981696420,January - March 2007,12255,,12255
Clean Tech Environmental,Hauler,CAD008493322,Filter Recycling Services_ Inc.,Hauler,CAD982444481,January - March 2007,52940,,52940
Clean Tech Environmental,Hauler,CAD008493322,Veoliaes (formerly) Onyx Environmental Servic,Recycler,CAD008302903,January - March 2007,606071,,606071
Clean Tech Environmental,Hauler,CAD008493322,Filter Recycling Services_ Inc.,Transfer Station,CAD982444481,January - March 2007,52940,,52940
Cole's Services_ Inc.,Hauler,CAL000268462,Demenno/Kerdoon,Recycler,CAT080013352,January - March 2007,64279,,64279
Cole's Services_ Inc.,Hauler,CAL000268462,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,January - March 2007,53360,,53360
Consultant Environmental Operations; C.E.O.,Hauler,CAL000209884,Demenno/Kerdoon,Recycler,CAT080013352,January - March 2007,10035,,10035
Crane's Waste Oil_ Inc.,Hauler,CAD980813950,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,January - March 2007,189639,,189639
Crane's Waste Oil_ Inc.,Hauler,CAD980813950,Mesa Oil_ Inc.,Recycler,AZR000033881,January - March 2007,40800,,40800
D   R Oil Company,Hauler,CAL000253903,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,January - March 2007,60425,,60425
Ecology Control Industries_ Inc.,Hauler,CAD982030173,Demenno/Kerdoon,Recycler,CAT080013352,January - March 2007,2100,,2100
EFR Environmental Services Inc.,Hauler,CAR000011205,Dome Rock Industries,Recycler,AZR000035915,January - March 2007,11225,,11225
Evergreen Environmental Services (Newark),Hauler,CAD982413262,Evergreen Oil,Recycler,CAD980887418,January - March 2007,3015065,,3015065
Evergreen Environmental Services (Newark),Hauler,CAD982413262,Evergreen Environmental Services (Carson),Recycler,CAD981696420,January - March 2007,2017746,,2017746
Express Environmental Corp._dba Express Oil,Hauler,CAL000264806,Demenno/Kerdoon,Recycler,CAT080013352,January - March 2007,171728,,171728
Filter Recycling Services_ Inc.,Hauler,CAD982444481,Liquid Titan LLC,Recycler,AZR000500587,January - March 2007,19000,,19000
Fremouw Environmental Services,Hauler,CAR000171017,Ramos Environmental Services,Hauler,CAD044003556,January - March 2007,101395,,101395
Fremouw Environmental Services,Hauler,CAR000171017,Oil Re-Refining Company_ Inc. (ORRCO) - Klamath Fa,Recycler,ORD980980775,January - March 2007,143070,,143070
Fremouw Environmental Services,Hauler,CAR000171017,Alviso Independent Oil_ Inc.,Transfer Station,CAL000161743,January - March 2007,7675,,7675
Fremouw Environmental Services,Hauler,CAR000171017,Ramos Environmental Services,Transfer Station,CAD044003556,January - March 2007,101395,,101395
Glyco Environmental Services,Hauler,CAL000309743,Demenno/Kerdoon,Recycler,CAT080013352,January - March 2007,20650,,20650
Golden West Oil Company,Hauler,CAD980893325,Advanced Environmental_ Inc.,Recycler,CAT080025711,January - March 2007,186790,,186790
Golden West Oil Company,Hauler,CAD980893325,Advanced Environmental_ Inc.,Transfer Station,CAT080025711,January - March 2007,186790,,186790
Haz Mat Trans_ Inc.,Hauler,CAT080012800,Demenno/Kerdoon,Recycler,CAT080013352,January - March 2007,2701,,2701
Hazardous Technologies,Hauler,CAR000168229,Demenno/Kerdoon,Recycler,CAT080013352,January - March 2007,971,,971
Interstate Pumping Company,Hauler,CAL000328860,Evergreen Environmental Services (Carson),Recycler,CAD981696420,January - March 2007,3625,,3625
J.B. Trans Services_Inc (dba) All Phase Env.,Hauler,CAL000253361,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,January - March 2007,421842,,421842
Jack Stone Drainage Oil Service,Hauler,CAD080075096,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,January - March 2007,177250,,177250
JSE Environmental Services,Hauler,CAL000827857,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,January - March 2007,20035,,20035
Kern Oil Filter Recycling,Hauler,CAL000327867,Butler_ J.W._ Oil_ Inc.,Hauler,CAD981426539,January - March 2007,37996,,37996
Kern Oil Filter Recycling,Hauler,CAL000327867,San Joaquin Filter Recycling,Hauler,CAL000102751,January - March 2007,41859,,41859
Kern Oil Filter Recycling,Hauler,CAL000327867,Butler_ J.W._ Oil_ Inc.,Transfer Station,CAD981426539,January - March 2007,37996,,37996
Kern Oil Filter Recycling,Hauler,CAL000327867,San Joaquin Filter Recycling,Transfer Station,CAL000102751,January - March 2007,41859,,41859
Lowry_ George W._ Inc.,Hauler,CAR000047019,Riverbank Oil Transfer,Recycler,CAL000190816,January - March 2007,86465,,86465
Lowry_ George W._ Inc.,Hauler,CAR000047019,Riverbank Oil Transfer,Transfer Station,CAL000190816,January - March 2007,86465,,86465
Millennium Waste Oil,Hauler,CAL000293834,Butler_ J.W._ Oil_ Inc.,Hauler,CAD981426539,January - March 2007,144670,,144670
Millennium Waste Oil,Hauler,CAL000293834,Butler_ J.W._ Oil_ Inc.,Transfer Station,CAD981426539,January - March 2007,144670,,144670
North Valley Oil Company,Hauler,CAL000027759,Alviso Independent Oil_ Inc.,Transfer Station,CAL000161743,January - March 2007,60442,,60442
Oil Conservation Service,Hauler,CAD980673842,Riverbank Oil Transfer,Recycler,CAL000190816,January - March 2007,18080,,18080
Oil Conservation Service,Hauler,CAD980673842,Riverbank Oil Transfer,Transfer Station,CAL000190816,January - March 2007,18080,,18080
Pacific Oil Company,Hauler,CAD983615501,Demenno/Kerdoon,Recycler,CAT080013352,January - March 2007,41600,,41600
Pacific Oil Company,Hauler,CAD983615501,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,January - March 2007,92470,,92470
Patriot Environmental Services,Hauler,CAD053866794,Demenno/Kerdoon,Recycler,CAT080013352,January - March 2007,12526,,12526
Philip Services Corp.(Philip West Ind Svcs),Hauler,CAD980584510,Evergreen Environmental Services,Recycler,CAD982446858,January - March 2007,77605,,77605
Philip West Industrial Services,Hauler,CAR000177527,Rho-Chem Corporation,Hauler,CAD008364432,January - March 2007,238,,238
Philip West Industrial Services,Hauler,CAR000177527,Chemical Waste Management Inc.,Hauler,CAT000646117,January - March 2007,2394,,2394
Philip West Industrial Services,Hauler,CAR000177527,21st Century EMI,Hauler,NVD980895338,January - March 2007,5795,,5795
Philip West Industrial Services,Hauler,CAR000177527,Evergreen Oil,Recycler,CAD980887418,January - March 2007,5730,,5730
Philip West Industrial Services,Hauler,CAR000177527,Veoliaes (formerly) Onyx Environmental Servic,Recycler,CAD008302903,January - March 2007,3620,,3620
Philip West Industrial Services,Hauler,CAR000177527,Rho-Chem Corporation,Recycler,CAD008364432,January - March 2007,238,,238
Philip West Industrial Services,Hauler,CAR000177527,EMS_ Inc.,Recycler,AZR000031823,January - March 2007,65339,,65339
Philip West Industrial Services,Hauler,CAR000177527,Veolia Technical Solutions LLC,Recycler,TXD000838896,January - March 2007,146,,146
PSC Environmental Services of Pomona LP,Hauler,CAR000053405,Demenno/Kerdoon,Recycler,CAT080013352,January - March 2007,2127,,2127
Ramos Environmental Services,Hauler,CAD044003556,Ramos Environmental Services,Hauler,CAD044003556,January - March 2007,254129,,254129
Ramos Environmental Services,Hauler,CAD044003556,Ramos Environmental Services,Transfer Station,CAD044003556,January - March 2007,254129,,254129
RCA Oil Recovery,Hauler,CAD981385149,Evergreen Oil,Recycler,CAD980887418,January - March 2007,47600,,47600
RCM Transportation,Hauler,AZR000500534,Thermo Fluids - Phoenix,Hauler,AZR000003681,January - March 2007,377500,,377500
RCM Transportation,Hauler,AZR000500534,Thermo Fluids - Phoenix,Recycler,AZR000003681,January - March 2007,377500,,377500
Real Deal Waste Oil Service,Hauler,CAL000280873,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,January - March 2007,99883,,99883
Romic Environmental Technologies Corporation,Hauler,CAD009452657,Evergreen Environmental Services (Newark),Hauler,CAD982413262,January - March 2007,10689,,10689
Romic Environmental Technologies Corporation,Hauler,CAD009452657,Evergreen Environmental Services (Newark),Transfer Station,CAD982413262,January - March 2007,10689,,10689
Sacramento Waste Oil,Hauler,CAL913534912,Ramos Environmental Services,Hauler,CAD044003556,January - March 2007,54570,,54570
Sacramento Waste Oil,Hauler,CAL913534912,Ramos Environmental Services,Transfer Station,CAD044003556,January - March 2007,54570,,54570
San Fernando Oil,Hauler,CAL000301304,Butler_ J.W._ Oil_ Inc.,Hauler,CAD981426539,January - March 2007,68085,,68085
San Fernando Oil,Hauler,CAL000301304,Evergreen Environmental Services (Carson),Recycler,CAD981696420,January - March 2007,1175,,1175
San Fernando Oil,Hauler,CAL000301304,Butler_ J.W._ Oil_ Inc.,Transfer Station,CAD981426539,January - March 2007,68085,,68085
San Joaquin Filter Recycling,Hauler,CAL000188148,San Joaquin Filter Recycling,Hauler,CAL000102751,January - March 2007,223059,,223059
San Joaquin Filter Recycling,Hauler,CAL000188148,San Joaquin Filter Recycling,Transfer Station,CAL000102751,January - March 2007,223059,,223059
Starlite Reclamation,Hauler,CAR000148296,Butler_ J.W._ Oil_ Inc.,Hauler,CAD981426539,January - March 2007,60473,,60473
Starlite Reclamation,Hauler,CAR000148296,Butler_ J.W._ Oil_ Inc.,Transfer Station,CAD981426539,January - March 2007,60473,,60473
Swift Oil   Vacuum_ Inc.,Hauler,CAD982488470,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,January - March 2007,102655,,102655
Tadeo_ Ricardo D. Waste Oil Service,Hauler,CAD981634363,Demenno/Kerdoon,Recycler,CAT080013352,January - March 2007,188360,,188360
TTS Environmental_ Inc.,Hauler,CAD981694722,Oil Re-Refining Company_ Inc. (ORRCO) - Klamath Fa,Recycler,ORD980980775,January - March 2007,113774,,113774
Universal Waste Oil Company,Hauler,CAL000183236,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,January - March 2007,85025,,85025
Waste Oil Recovery Systems_ Inc.,Hauler,CAD000626515,Alviso Independent Oil_ Inc.,Transfer Station,CAL000161743,January - March 2007,60044,,60044
Western Environmental Services,Hauler,CAR000159681,Demenno/Kerdoon,Recycler,CAT080013352,January - March 2007,1980,,1980
Advanced Environmental_ Inc.,Recycler,CAT080025711,Demenno/Kerdoon,Recycler,CAT080013352,April - June 2007,,,2731873
Alarcon's_ Mark_ Waste Oil Service,Hauler,CAD980814446,Demenno/Kerdoon,Recycler,CAT080013352,April - June 2007,52175,,52175
Alarcon's_ Mark_ Waste Oil Service,Hauler,CAD980814446,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,April - June 2007,560,,560
All Petroleum Recovery Service LLC,Hauler,CAD981377633,Alviso Independent Oil_ Inc.,Transfer Station,CAL000161743,April - June 2007,126576,,126576
All Valley Disposal Inc.,Hauler,CAR000181586,Evergreen Environmental Services,Recycler,CAD982446882,April - June 2007,76257,,76257
All Valley Environmental,Hauler,CAL000263169,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,April - June 2007,43065,,43065
Alpha Oil Company,Hauler,CAL000331370,Demenno/Kerdoon,Recycler,CAT080013352,April - June 2007,24558,,24558
Alpha Oil Company,Hauler,CAL000331370,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,April - June 2007,117348,,117348
Amberwick Corporation,Hauler,CAR000172189,Demenno/Kerdoon,Recycler,CAT080013352,April - June 2007,990,,990
Amberwick Corporation,Hauler,CAR000172189,US Ecology,Recycler,NVT330010000,April - June 2007,30,,30
Amberwick Corporation,Hauler,CAR000172189,Evergreen Environmental Services (Carson),Recycler,CAD981696420,April - June 2007,7233,,7233
American Oil Company,Hauler,CAD981427669,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,April - June 2007,345805,,345805
