FacilityID,HaulerReportID,QuarterYearID,FacilityName,EPAIDNumber,QuarterYear,PreparerFirstName,PreparerLastName,PreparerTitle,ReportComments,LubCollectionStationsGallons,LubIndustrialGallons,LubMarineGallons,LubAgriculturalGallons,LubGovernmentGallons,LubOutOfStateGallons,LubOtherHaulersGallons,LubTotalGallons,IndCollectionStationsGallons,IndIndustrialGallons,IndMarineGallons,IndAgriculturalGallons,IndGovernmentGallons,IndOutOfStateGallons,IndOtherHaulersGallons,IndTotalGallons,GrandTotalGallons,TotalLubTransferedGallons,TotalIndTransferedGallons,TotalTransferedGallons
135,803,526,All Valley Environmental,CAL000263169,October - December 2004,Juanita,Smith,Office Manager,,48850,0,0,0,0,0,0,48850,0,0,0,0,0,0,0,0,48850,48850,0,48850
214,1373,526,Alpha Oil Company,CAL000331370,October - December 2004,Nella,Osancyaya,Director,,129840,0,0,0,0,0,0,129840,0,0,0,0,0,0,0,0,129840,129880,0,129880
13,29,526,Amberwick Corporation,CAL000827879,October - December 2004,Lynn,McLenon,Office Coordinator,,114712,0,0,0,0,0,0,114712,0,34040,0,0,0,0,0,34040,148752,148752,0,148752
14,38,526,American Oil Company,CAD981427669,October - December 2004,Rochelle,Gonzales,Office Manager,,350826,0,0,0,0,0,0,350826,0,13816,0,0,0,0,0,13816,364642,364642,0,364642
162,989,526,American Valley Waste Oil,CAL000827878,October - December 2004,Julie,Hubar,Manager,,270451,110678,240,41460,3980,0,0,426809,0,0,0,0,0,0,0,0,426809,426809,0,426809
178,1160,526,Arens Brothers Environmental,CAL000276266,October - December 2004,Dee,Davison,Secretary,,70415,0,0,0,0,0,0,70415,0,0,0,0,0,0,0,0,70415,70415,0,70415
16,60,526,Asbury Environmental Services-Compton,CAD028277036,October - December 2004,Loy,Estacio,Acconting Manager,,4107008,358154,42136,90144,9227,16459,833323,5456451,0,478696,18651,0,1025,0,0,498372,5954823,5954823,0,5954823
165,1013,526,Bay Valley Environmental_ Inc.,CAL000162034,October - December 2004,Jake,Sagun,Bookkeper,,51767,0,0,0,0,0,0,51767,0,4110,240,1847,115,0,0,6312,58079,58079,0,58079
39,252,526,Bayside Oil II_ Inc.,CAD088838222,October - December 2004,Larisha,Garcia,,,99000,0,0,0,0,0,0,99000,0,13220,0,0,0,0,0,13220,112220,112220,0,112220
20,78,526,Black Gold Industries,CAD983609678,October - December 2004,Victor,Vallard,President,,117916,48327,967,19331,4833,0,0,191374,0,1933,0,0,0,0,0,1933,193307,193307,0,193307
21,83,526,Black Star Oil Company,CAL912823785,October - December 2004,Irina,Katz,President,,82428,14547,0,0,0,0,0,96975,0,0,0,0,0,0,0,0,96975,96975,0,96975
47,355,526,Butler_ J.W._ Oil_ Inc.,CAD981426539,October - December 2004,Tasakyna,Raper,Office Manager,,65359,0,0,0,0,0,310215,375574,0,0,0,0,0,0,0,0,375574,357800,0,357800
152,932,526,California Clean-Up Environmental Services,CAR000018168,October - December 2004,Laura,Sanders,VP,,0,15540,0,0,0,0,0,15540,0,0,0,0,0,0,0,0,15540,15540,0,15540
221,1438,526,California Cool,CAL000266863,October - December 2004,Arguello,Edgar,Owner,,21865,0,0,0,0,0,0,21865,0,0,0,0,0,0,0,0,21865,29825,0,29825
195,1234,526,California Oil Transport_ Inc.,CAL000287430,October - December 2004,Sonia,Salmeron,Accountant,,0,0,0,0,0,0,778793,778793,0,0,0,0,0,0,0,0,778793,778793,0,778793
233,1550,526,Carrs Waste Oil Service,CAL000280677,October - December 2004,J,Carrera,Owner Manager,,68033,0,0,0,0,0,0,68033,0,0,0,0,0,0,0,0,68033,68033,0,68033
148,901,526,Chain_ S.R._ Environmental Services,CAL000277184,October - December 2004,Steven,Chain,Owner,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,106,526,Chico Drain Oil,CAD980694103,October - December 2004,Michael,Chiohi,Operations Manager,,337130,154150,0,45305,51775,0,73000,661360,892,407,0,119,139,0,0,1557,662917,662917,0,662917
203,1306,526,Clean Harbors Environmental Services,MAD039322250,October - December 2004,Rita,Schutz,Tran Comp Specialists,,50,45505,177,0,9696,0,0,55428,0,106133,0,0,3705,0,0,109838,165266,165266,0,165266
196,1248,526,Clean Tech Environmental,CAD008493322,October - December 2004,Robert,Brown_ III,President,,212719,0,0,0,0,0,0,212719,0,0,0,0,0,0,0,0,212719,212709,0,212709
146,866,526,Clearwater Environmental Management,CAR000007013,October - December 2004,Kirk,Hayward,Vice President,,764684,0,1420,2690,31378,0,0,800172,0,13880,0,0,0,0,0,13880,814052,814052,0,814052
25,151,526,Cole's Services,CAL931545554,October - December 2004,Bonita,McNeill,Secretary-Treasurer,,74817,1250,0,10105,6210,0,0,92382,0,0,0,0,0,0,0,0,92382,92382,0,92382
155,946,526,Compliance Environmental Services,CAL000161247,October - December 2004,Particia,Urbina,Treasurer,,35640,0,0,0,150,0,0,35790,0,0,0,0,0,0,0,0,35790,35790,0,35790
131,798,526,Consolidated Waste Industries,CAD983668583,October - December 2004,Jennifer,Crompton,Compliance Manger,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,1338,526,Consultant Environmental Operations; C.E.O.,CAL000209884,October - December 2004,Francisco,Arrieta,Owner Operator,,9605,1925,0,0,0,0,0,11530,730,1780,0,0,0,0,0,2510,14040,14040,0,14040
26,157,526,Crane's Waste Oil_ Inc.,CAD980813950,October - December 2004,Robin,Tebow,Office Manager,,136327,44305,0,26990,9170,0,0,216792,0,4245,0,1095,0,0,0,5340,222132,220900,0,220900
169,1081,526,D & R Oil Company,CAL000253903,October - December 2004,Ruben,Hernandez,Owner,,32618,0,0,0,0,0,0,32618,0,0,0,0,0,0,0,0,32618,32618,0,32618
173,1109,526,D.I. Express Waste Mgmt.,CAL000159447,October - December 2004,Dominique,Itzen,Owner,,0,3000,0,0,0,0,0,3000,0,36000,0,0,0,0,0,36000,39000,39000,0,39000
137,822,526,Ecology Control Industries_ Inc.,CAD982030173,October - December 2004,Rod,Cleen,Project Manager,,0,0,3374,0,0,0,0,3374,0,0,0,0,0,0,0,0,3374,3374,0,3374
168,1059,526,Ed Staub & Sons Petroleum_ Inc.,CAL921495383,October - December 2004,Ed,Staub,VP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,1167,526,EFR Environmental Services Inc.,CAR000011205,October - December 2004,Thad,Harris,CFO,,0,6605,0,5450,0,0,0,12055,0,0,0,0,0,0,0,0,12055,12055,0,12055
29,179,526,Evergreen Environmental Services (Newark),CAD982413262,October - December 2004,Albert,Farran,Laboratroy Manager,,4721298,173647,4000,20625,124043,17920,0,5061533,2100,73900,0,0,1355,7500,0,84855,5146388,5120968,0,5120968
163,1009,526,Excel Environmental Services,CAL000209350,October - December 2004,Tim,Liggett,Owner,,5235,0,0,0,0,0,0,5235,0,58770,0,0,0,0,0,58770,64005,64005,0,64005
30,202,526,Express Environmental Corp._dba Express Oil,CAL000264806,October - December 2004,Ann,Pena,Office Manager,,91000,0,0,0,0,0,0,91000,0,69650,0,0,0,0,0,69650,160650,160650,0,160650
107,704,526,Filter Recycling Services_ Inc.,CAD982444481,October - December 2004,Wayne,Riddering,Facility & Comp Mgr,,23490,5261,0,0,8047,0,0,36798,0,6151,0,0,4530,0,0,10681,47479,0,0,0
151,923,526,Fremouw Environmental Services,CAL000218587,October - December 2004,Theodore,Fremouw,CEO,,81540,2800,1950,3310,1600,0,0,91200,9065,700,100,370,85,0,0,10320,101520,101520,0,101520
33,225,526,GI Pumping Co.,CAD981372915,October - December 2004,Gary,Ibos,Owner,,54760,0,0,0,0,0,0,54760,0,0,0,0,0,0,0,0,54760,0,0,0
118,787,526,Golden State Environmental Services(San B),CAR000111286,October - December 2004,Patty,Brown,,,140335,0,0,0,0,0,0,140335,0,0,0,0,0,0,0,0,140335,140335,0,140335
36,230,526,Golden West Oil Company,CAD980893325,October - December 2004,R. J.,Bennett,President,,85470,99245,730,400,18205,0,0,204050,1050,800,0,0,0,0,0,1850,205900,205900,0,205900
190,1212,526,Haz Mat Trans_ Inc.,CAT080012800,October - December 2004,Deva,McKight,President,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,416,526,Hazardous Technologies_ Inc. (Omega),CAD009661844,October - December 2004,Darette,Tice,Office Manager,,946,189,0,0,0,0,0,1135,0,0,0,0,0,0,0,0,1135,1135,0,1135
43,274,526,Interstate Pumping Company,CAL000328860,October - December 2004,Bill,Ogle,Owner,,0,16355,0,0,0,0,0,16355,0,0,0,0,0,0,0,0,16355,0,0,0
111,742,526,J.B. Trans Services_Inc (dba) All Phase Env.,CAL000253361,October - December 2004,Anna,Calvert,Manager,,769399,0,0,0,0,0,0,769399,0,0,0,0,0,0,0,0,769399,769399,0,769399
45,310,526,Jack Stone Drainage Oil Service,CAD080075096,October - December 2004,Jack,Stone,Owner,,141775,0,8330,0,4330,0,0,154435,0,19485,0,0,0,0,0,19485,173920,173920,0,173920
116,764,526,JSE Environmental Services,CAL000827857,October - December 2004,Greg,Pasqualetto,President,,16709,0,0,0,0,0,0,16709,0,0,0,0,0,0,0,0,16709,16709,0,16709
147,879,526,Kern Oil Filter Recycling,CAL000327867,October - December 2004,Maria,Alvarez,Secretary,,76530,0,0,0,0,0,0,76530,0,0,0,0,0,0,0,0,76530,76530,0,76530
46,333,526,Knight_ Jim_ Drain Oil Service,CAL000027718,October - December 2004,Inna,Katz,Office Manager,,89373,25535,0,12768,0,0,0,127676,0,0,0,0,0,0,0,0,127676,127676,0,127676
51,370,526,Leach Oil Company_ Inc.,CAD050099696,October - December 2004,Patricia,Leach,VP,,229820,0,0,0,0,0,0,229820,0,31336,0,0,0,0,0,31336,261156,261156,0,261156
52,381,526,Lightning Oil Company,CAD982359671,October - December 2004,Le Donne,Santistevan,Sec/Treas,,74675,0,0,0,2875,0,0,77550,0,7790,0,0,0,0,0,7790,85340,85340,0,85340
225,1466,526,Los Angeles Pumping,CAR000201459,October - December 2004,Conrado,Montano,Owner,,45000,0,0,0,0,0,0,45000,0,0,0,0,0,0,0,0,45000,45000,0,45000
167,1036,526,Lowry_ George W._ Inc.,CAR000047019,October - December 2004,George,Lowery,Offce Manager,,72235,4790,0,9235,17010,0,0,103270,0,11880,0,275,815,0,0,12970,116240,116240,0,116240
160,968,526,Maximum Oil Service,CAL000188867,October - December 2004,Max,Maxwell,Owner,,65660,13455,81,666,1647,0,0,81509,7296,4485,54,444,183,0,0,12462,93971,101360,0,101360
209,1361,526,Millennium Waste Oil,CAL000248373,October - December 2004,Gregory,Cuenca,,,98100,0,0,0,0,0,0,98100,0,900,0,0,0,0,0,900,99000,99000,0,99000
204,1328,526,Mosley Environmental Services,CAL000259513,October - December 2004,Marty,Mosley,Owner,,42335,0,0,6165,530,0,0,49030,0,0,0,685,0,0,0,685,49715,49715,0,49715
89,607,526,North Valley Oil Company,CAL000027759,October - December 2004,Larry,Evans,President,,21020,0,0,0,0,0,0,21020,0,24594,0,0,0,0,0,24594,45614,45614,0,45614
82,552,526,Nottingham_ M.C._ Co. of So. Cal,CAD059240713,October - December 2004,Ginny,Polzin,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,1454,526,Oasis Pumping,CAD980694673,October - December 2004,Gerald,Ibos,Owner,,16035,0,0,0,0,0,0,16035,0,0,0,0,0,0,0,0,16035,16035,0,16035
56,409,526,Odyssey Transportation_ Inc.,CAD087210019,October - December 2004,Therest,Moore,Secretary,,0,0,0,0,0,0,85494,85494,0,0,0,0,0,0,40233,40233,125727,125727,0,125727
83,574,526,Oil Conservation Service,CAD980673842,October - December 2004,Gayle,Thomas,Office Manager,,25620,618,0,3490,0,0,0,29728,0,6401,0,1680,0,0,0,8081,37809,37809,0,37809
208,726,526,Oil Re-Refining Company_ Inc. (ORRCO) - Portland,ORD980975692,October - December 2004,Terrey,Walker,Production Manager,,10633,0,0,0,0,0,0,10633,0,5237,0,0,0,0,0,5237,15870,0,0,0
58,423,526,Pacific Oil Company,CAD983615501,October - December 2004,Olga,Shapiro,Owner,,145406,0,0,0,0,0,0,145406,0,48430,0,0,0,0,0,48430,193836,193836,0,193836
215,1395,526,Patriot Environmental Services,CAD053866794,October - December 2004,Michael,Succivan,CFO,,0,0,0,0,2931,0,0,2931,0,421,0,0,0,0,0,421,3352,3352,0,3352
24,129,526,Philip Services Corp.(Philip West Ind Svcs),CAD980584510,October - December 2004,Paul,DeWih,Manager,,0,0,0,89050,0,0,0,89050,0,0,0,0,0,0,0,0,89050,89050,0,89050
269,956,526,Philip West Industrial Services,CAR000177527,October - December 2004,Dan,Hendrics,Safety/Compliance,,0,0,0,0,0,0,0,0,0,12205,0,0,0,0,0,12205,12205,0,0,0
44,288,526,PSC Environmental Services of Pomona LP,CAR000053405,October - December 2004,Gloria,Costales,CFO,,236,1635,0,0,3310,0,0,5181,0,1874,0,0,0,0,0,1874,7055,7055,0,7055
229,1488,526,Quinn Power Systems Associates,CAL000274369,October - December 2004,Robert,Shepherd,Environmental Manager,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,1501,526,Quinn Shepherd Machinery,CAL000274397,October - December 2004,Robert,Shepherd,Env Manager,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,1290,526,Rae-Vac Pumping,CAR000053272,October - December 2004,Rachel,Gonzales,Owner/Operator,,24675,0,0,0,0,0,0,24675,0,4050,0,0,0,0,0,4050,28725,28725,0,28725
60,435,526,Ramos Environmental Services,CAD044003556,October - December 2004,Sally,Welch,Bookkeeper,,124972,89788,997,8292,3945,0,0,227994,47121,24192,0,11085,153,0,0,82551,310545,310545,0,310545
61,458,526,RCA Oil Recovery,CAD981385149,October - December 2004,Roseudo,Arteaga,Owner,,39881,0,0,0,0,0,0,39881,0,2564,0,0,0,0,0,2564,42445,42445,0,42445
232,1531,526,Real Deal Waste Oil Service,CAL000280873,October - December 2004,Charles,Holyfield,Owner,,107151,0,0,0,0,0,0,107151,0,1450,0,0,0,0,0,1450,108601,108601,0,108601
235,1575,526,Recycle-It Environmental Services,CAL000280060,October - December 2004,Tom,Weaten,President,,114210,0,0,0,0,0,0,114210,0,0,0,0,0,0,0,0,114210,114210,0,114210
62,481,526,Reno Drain Oil Service,NVD980893663,October - December 2004,Richard,Chnnel,General Manager,,10759,26899,8069,8069,13449,0,0,67245,0,0,0,0,0,0,0,0,67245,67245,0,67245
85,594,526,Romic Environmental Technologies Corporation,CAD009452657,October - December 2004,Vijya,Chand,Sr. EHS specialist,,14975,0,0,0,0,337,0,15312,0,0,0,0,0,0,0,0,15312,0,0,0
105,682,526,Sacramento Waste Oil,CAL913534912,October - December 2004,Albert,Hernandez,Owner,,51700,100,200,0,0,0,0,52000,2700,100,100,0,0,0,0,2900,54900,54910,0,54910
220,1417,526,Safety-Kleen,TXR000050930,October - December 2004,Dan,Applet,Dir Regulatory Compliance,,1711898,14025,0,0,0,0,0,1725923,11658,4180,0,0,0,0,0,15838,1741761,1741761,0,1741761
140,844,526,San Joaquin Filter Recycling,CAL000188148,October - December 2004,Loyd,Lynne,Owner,,196754,0,0,13875,5500,0,0,216129,0,3735,0,0,0,0,0,3735,219864,219864,0,219864
176,1140,526,Sawyer Petroleum,CAD982481905,October - December 2004,Eddie,Gibson,Manager,,1332,2021,46,1149,46,0,0,4594,0,0,0,0,0,0,0,0,4594,4594,0,4594
70,504,526,Starlite Reclamation,CAR000148296,October - December 2004,Lens,Jaramillo,Onwer/Secretary,,57204,0,0,0,0,0,0,57204,0,0,0,0,0,0,0,0,57204,57204,0,57204
93,655,526,Swift Oil & Vacuum_ Inc.,CAD982488470,October - December 2004,Richared,Rozuk,President,,35330,27165,0,0,0,0,0,62495,0,25045,0,0,0,0,0,25045,87540,87540,0,87540
72,522,526,Tadeo_ Ricardo D. Waste Oil Service,CAD981634363,October - December 2004,Richared,Tadeo,Owner/Operator,,197025,0,0,0,0,0,0,197025,3680,0,0,0,0,0,0,3680,200705,200705,0,200705
188,1190,526,Thermo Fluids - Phoenix,AZR000003681,October - December 2004,Troy,Hakes,EHHS Manager,,0,0,0,0,1600,0,0,1600,0,0,0,0,0,0,0,0,1600,1600,0,1600
90,630,526,TTS Environmental_ Inc.,CAD981694722,October - December 2004,Bob,Williams,President,,65170,2000,1000,1500,3000,0,0,72670,7242,3000,278,500,1500,0,0,12520,85190,85090,0,85090
201,1267,526,Universal Waste Oil Company,CAL000183236,October - December 2004,Salvador,Salcenda,Owner,,77635,0,0,0,0,0,0,77635,0,0,0,0,0,0,0,0,77635,77635,0,77635
74,543,526,Waste Oil Recovery Systems_ Inc.,CAD000137592,October - December 2004,Tina,Falcon,VP,,48867,1840,3125,0,0,0,0,53832,0,0,0,0,0,0,0,0,53832,53832,0,53832
234,1566,526,Waste Oil Service_ LLC,CAL000280874,October - December 2004,Gerald,Abbott,Manager,,89390,2607,652,279,187,0,0,93115,0,2830,20,75,0,0,0,2925,96040,96040,0,96040
222,1449,525,A&S Environmental Services,CAL000268899,July - September 2004,Arnold,Matt,Co Owmer,,49845,0,5280,0,0,0,0,55125,0,4015,0,0,0,0,0,4015,59140,59140,0,59140
231,1513,525,Action Waste Oil Service_ LLC,CAL000280876,July - September 2004,Jeff,Rhine,Manager,,246836,3000,780,120,75,0,0,250811,0,4072,37,80,0,0,0,4189,255000,255000,0,255000
177,1145,525,Advanced Industrial Recycling,CAR000056580,July - September 2004,John,Buchko,Jr,,3274,1170,235,0,0,0,0,4679,0,1106,0,0,0,0,0,1106,5785,5785,0,5785
54,385,525,Alarcon's_ Mark_ Waste Oil Service,CAD980814446,July - September 2004,Mark,Alarcon's,Owner,,4700,11870,0,0,3340,0,0,19910,0,23755,0,0,820,0,0,24575,44485,44485,0,44485
11,5,525,All Petroleum Recovery Service LLC,CAD981377633,July - September 2004,Kathleen,Alexandar,Office Manager,,105035,14425,2915,0,2230,0,0,124605,0,0,0,0,0,0,0,0,124605,124605,0,124605
175,1118,525,All Valley Disposal Inc.,CAR000181586,July - September 2004,Joann,Hill,Owner,,10576,20474,525,9683,32074,0,0,73332,0,0,0,0,0,0,0,0,73332,73332,0,73332
135,802,525,All Valley Environmental,CAL000263169,July - September 2004,Juanita,Schow,Office Manager,,50215,0,0,0,0,0,0,50215,0,0,0,0,0,0,0,0,50215,50215,0,50215
214,1372,525,Alpha Oil Company,CAL000331370,July - September 2004,Nella,Osadchaya,Director,,121744,0,0,0,0,0,0,121744,0,0,0,0,0,0,0,0,121744,121744,0,121744
13,28,525,Amberwick Corporation,CAL000827879,July - September 2004,Diane,Webster,Secretary,,151477,0,0,0,0,0,0,151477,0,30185,0,0,0,0,0,30185,181662,181542,0,181542
14,37,525,American Oil Company,CAD981427669,July - September 2004,Rochelle,Go,Office Manager,,359405,0,0,0,0,0,0,359405,0,23291,0,0,0,0,0,23291,382696,382696,0,382696
162,988,525,American Valley Waste Oil,CAL000827878,July - September 2004,Julie,Huber,Manager,,296504,122703,730,45246,6108,0,0,471291,0,0,0,0,0,0,0,0,471291,471291,0,471291
178,1159,525,Arens Brothers Environmental,CAL000276266,July - September 2004,Tom,Arens,Owner,,64243,0,0,0,0,11512,0,75755,0,0,0,0,0,0,0,0,75755,75755,0,75755
165,1012,525,Bay Valley Environmental_ Inc.,CAL000162034,July - September 2004,Jake,Sagun,Bookkeper,,59776,0,0,0,0,0,0,59776,0,6678,385,2699,207,0,0,9969,69745,69145,0,69145
39,251,525,Bayside Oil II_ Inc.,CAD088838222,July - September 2004,Larisha,Garcia,,,108660,0,0,0,0,0,0,108660,0,27200,0,0,0,0,0,27200,135860,135860,0,135860
20,77,525,Black Gold Industries,CAD983609678,July - September 2004,Victor,Villard,Owner,,151733,62186,1244,24874,6219,0,0,246256,0,2487,0,0,0,0,0,2487,248743,248743,0,248743
21,82,525,Black Star Oil Company,CAL912823785,July - September 2004,Irina,Katz,Office Manager,,84216,11484,0,0,0,0,0,95700,0,0,0,0,0,0,0,0,95700,95700,0,95700
47,354,525,Butler_ J.W._ Oil_ Inc.,CAD981426539,July - September 2004,Donald,Newton,Manager,,69450,0,0,0,0,0,0,69450,0,0,0,0,0,0,0,0,69450,69450,0,69450
152,931,525,California Clean-Up Environmental Services,CAR000018168,July - September 2004,Laura,Sanders,VP,,0,21560,0,0,0,0,0,21560,0,0,0,0,0,0,0,0,21560,21560,0,21560
221,1437,525,California Cool,CAL000266863,July - September 2004,Edgar,Arguello,Owner,,18360,0,0,0,0,0,0,18360,0,7699,0,0,0,0,0,7699,26059,26029,0,26029
195,1233,525,California Oil Transport_ Inc.,CAL000287430,July - September 2004,Tanya,Gonzales,Human Resources,,0,0,0,0,0,0,832574,832574,0,0,0,0,0,0,0,0,832574,832574,0,832574
233,1549,525,Carrs Waste Oil Service,CAL000280677,July - September 2004,J. C.,Carrera,Owner,,66651,0,0,0,0,0,0,66651,0,0,0,0,0,0,0,0,66651,66651,0,66651
148,900,525,Chain_ S.R._ Environmental Services,CAL000277184,July - September 2004,Steven,Chain,Owner,,1935,0,0,740,0,0,0,2675,0,295,0,0,0,0,0,295,2970,2970,0,2970
22,105,525,Chico Drain Oil,CAD980694103,July - September 2004,Michael,Chiothi,Owner,,344236,157399,0,45258,52868,0,79400,679161,415,189,0,55,66,0,0,725,679886,680886,0,680886
203,1305,525,Clean Harbors Environmental Services,MAD039322250,July - September 2004,Rita,Schutz,Trans Comp Specialist,,0,41669,0,0,12969,2000,0,56638,0,105968,0,0,5707,0,4150,115825,172463,172463,0,172463
196,1247,525,Clean Tech Environmental,CAD008493322,July - September 2004,Robert,Brown,President,,206625,0,0,0,0,0,0,206625,0,0,0,0,0,0,0,0,206625,206625,0,206625
146,865,525,Clearwater Environmental Management,CAR000007013,July - September 2004,Kirk,Hayward,Vice President,,862685,0,905,6330,30135,0,0,900055,0,20985,0,0,0,0,0,20985,921040,921040,0,921040
25,150,525,Cole's Services,CAL931545554,July - September 2004,Bonita,McNeill,Secretary/Treasurer,,87082,1130,100,12585,9588,0,0,110485,0,0,0,0,0,0,0,0,110485,110485,0,110485
155,945,525,Compliance Environmental Services,CAL000161247,July - September 2004,Patricia,Urbina,Treasurer,,42760,0,0,0,150,0,0,42910,0,0,0,0,0,0,0,0,42910,42910,0,42910
131,797,525,Consolidated Waste Industries,CAD983668583,July - September 2004,Jennifer,Crompton,Compliance Manager,,0,375,0,0,0,0,0,375,0,0,0,0,0,0,0,0,375,375,0,375
206,1337,525,Consultant Environmental Operations; C.E.O.,CAL000209884,July - September 2004,Francisco,Arrieta,Owner/Operator,,14385,1865,0,0,0,0,0,16250,2190,1670,0,0,0,0,0,3860,20110,20110,0,20110
26,156,525,Crane's Waste Oil_ Inc.,CAD980813950,July - September 2004,Robin,Tebow,Office Manager,,160150,41484,0,25730,11660,0,0,239024,0,5115,0,1085,0,0,0,6200,245224,245224,0,245224
169,1080,525,D & R Oil Company,CAL000253903,July - September 2004,Ruben,Hernandez,Owner,,54236,0,0,0,0,0,0,54236,0,0,0,0,0,0,0,0,54236,54236,0,54236
173,1108,525,D.I. Express Waste Mgmt.,CAL000159447,July - September 2004,Dominique,Itzen,Owner/Operator,,0,4000,0,0,0,0,0,4000,0,22000,0,0,0,0,0,22000,26000,26000,0,26000
137,821,525,Ecology Control Industries_ Inc.,CAD982030173,July - September 2004,Rod,Cleen,Project Manager,,0,4542,0,0,0,0,0,4542,0,0,0,0,0,0,0,0,4542,4542,0,4542
168,1058,525,Ed Staub & Sons Petroleum_ Inc.,CAL921495383,July - September 2004,Ed,Staub,Vice President,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,1166,525,EFR Environmental Services Inc.,CAR000011205,July - September 2004,Thad,Harris,CFO,,0,5325,0,5740,0,0,0,11065,0,0,0,0,0,0,0,0,11065,11065,0,11065
29,178,525,Evergreen Environmental Services (Newark),CAD982413262,July - September 2004,Albert,Farran,Laboratory Manager,,5145209,199305,1240,21805,137340,18355,0,5523254,3135,71060,0,0,1575,4500,75770,156040,5679294,5580669,0,5580669
163,1008,525,Excel Environmental Services,CAL000209350,July - September 2004,Tim,Liggett,Owner,,60854,8495,0,0,0,0,0,69349,0,0,0,0,0,0,0,0,69349,69349,0,69349
30,201,525,Express Environmental Corp._dba Express Oil,CAL000264806,July - September 2004,Ann,Pena,Offica Manager,,0,115500,0,0,0,0,0,115500,0,44000,0,0,0,0,0,44000,159500,159500,0,159500
107,703,525,Filter Recycling Services_ Inc.,CAD982444481,July - September 2004,Wade,Riddering,Facility Manager,,21464,850,0,5430,7085,0,0,34829,3490,7955,0,0,0,0,0,11445,46274,1800,0,1800
151,922,525,Fremouw Environmental Services,CAL000218587,July - September 2004,Theodore,Fremouw,CEO,,81000,2455,845,5860,2160,0,0,92320,9630,1050,95,1460,240,0,0,12475,104795,104795,0,104795
33,224,525,GI Pumping Co.,CAD981372915,July - September 2004,Gary,Ibos,Owner,,47080,0,0,0,0,0,0,47080,0,0,0,0,0,0,0,0,47080,47080,0,47080
118,786,525,Golden State Environmental Services(San B),CAR000111286,July - September 2004,Pattty,Brown,CFO,,152900,0,0,0,0,0,0,152900,0,0,0,0,0,0,0,0,152900,152900,0,152900
36,229,525,Golden West Oil Company,CAD980893325,July - September 2004,R.J.,Bennett,President,,39840,184245,1450,0,8385,0,0,233920,35,300,0,0,0,0,0,335,234255,234255,0,234255
190,1211,525,Haz Mat Trans_ Inc.,CAT080012800,July - September 2004,Deva,McKnight,President,,0,3650,0,0,0,0,0,3650,0,0,0,0,0,0,0,0,3650,3650,0,3650
57,415,525,Hazardous Technologies_ Inc. (Omega),CAD009661844,July - September 2004,Danette,Tice,Office Manager,,1021,168,0,0,0,0,0,1189,0,0,0,0,0,0,0,0,1189,1189,0,1189
111,741,525,J.B. Trans Services_Inc (dba) All Phase Env.,CAL000253361,July - September 2004,Anna,Calvert,Manager,,919877,0,0,0,0,0,0,919877,0,0,0,0,0,0,0,0,919877,919877,0,919877
45,309,525,Jack Stone Drainage Oil Service,CAD080075096,July - September 2004,Frank,Stone,Owner,,165755,0,11840,0,2450,0,0,180045,0,23325,0,0,0,0,0,23325,203370,203370,0,203370
116,763,525,JSE Environmental Services,CAL000827857,July - September 2004,Greg,Pasqualetto,President,,19890,0,0,0,0,0,0,19890,0,0,0,0,0,0,0,0,19890,19890,0,19890
147,878,525,Kern Oil Filter Recycling,CAL000327867,July - September 2004,Maria,Alvarez,Secretary,,89164,0,0,0,0,0,0,89164,0,0,0,0,0,0,0,0,89164,89164,0,89164
46,332,525,Knight_ Jim_ Drain Oil Service,CAL000027718,July - September 2004,Irina,Katz,Office Manager,,91532,28729,0,0,10500,0,0,130761,0,0,0,0,0,0,0,0,130761,130761,0,130761
51,369,525,Leach Oil Company_ Inc.,CAD050099696,July - September 2004,Patricia,Leach,VP,,230583,1480,0,0,0,0,0,232063,0,31443,0,0,0,0,0,31443,263506,263506,0,263506
52,380,525,Lightning Oil Company,CAD982359671,July - September 2004,Le Donne,Santistesian,Sec/Treas,,94000,0,0,0,2805,0,0,96805,0,6215,0,0,0,0,0,6215,103020,103320,0,103320
225,1465,525,Los Angeles Pumping,CAR000201459,July - September 2004,Conrado,Montano,Owner,,32115,0,0,0,0,0,0,32115,0,0,0,0,0,0,0,0,32115,32115,0,32115
167,1035,525,Lowry_ George W._ Inc.,CAR000047019,July - September 2004,George,Lowry,Office Manager,,76810,8250,150,15400,23005,0,0,123615,0,18245,0,2350,0,0,0,20595,144210,20127,0,20127
160,967,525,Maximum Oil Service,CAL000188867,July - September 2004,Max,Maxwell,Owner,,73268,21127,18,417,1436,0,0,96266,8141,7042,12,278,160,0,0,15633,111899,119017,0,119017
